method,test_logloss_mean,test_logloss_sd,test_auc_mean,val_logloss_mean
fixed_tuned,0.10411593261645317,0.028101311962200292,0.9908906063426208,0.14664411618667988
hyper_tuned,0.10716975622474671,0.03982875099894661,0.9899067098543023,0.14763715011711034
val_linesearch,0.12437528873130473,0.04532080719359805,0.9875569415632468,0.14822573473691397
