eta0,fixed_final_eta,fixed_control_logloss,fixed_test_logloss,fixed_test_accuracy,adaptive_final_eta,adaptive_control_logloss,adaptive_test_logloss,adaptive_test_accuracy,label,paired_test_logloss_delta,adaptive_wins
0.15491933384829668,0.15491933384829668,0.2011009156703949,0.203525111079216,0.92376,0.3314405558293734,0.15933029353618622,0.16100169718265533,0.9414666666666667,prior_median,-0.04252341389656067,True
